dry_run,section,title,url,page_type,action
False,topic_replacement,The US-China Trade War Will Steal the Show at the G-20,https://www.cigionline.org/articles/us-china-trade-war-will-steal-show-g-20/,ArticlePage,add latter and remove former
False,topic_replacement,Think 20 Digital Economy Task Force,https://www.cigionline.org/events/think-20-digital-economy-task-force/,EventPage,add latter and remove former
False,topic_replacement,Think7 Summit: Canada 2025,https://www.cigionline.org/events/think7-summit-canada-2025/,EventPage,add latter and remove former
False,topic_replacement,This Global Crisis Calls for Global Leadership,https://www.cigionline.org/articles/global-crisis-calls-global-leadership/,ArticlePage,add latter and remove former
False,topic_replacement,This Time Is Not Different: Blaming Short Sellers,https://www.cigionline.org/publications/time-not-different-blaming-short-sellers/,PublicationPage,add latter and remove former
False,topic_replacement,Torres: “El FMI nos seguirá apoyando si actuamos responsablemente”,https://www.cigionline.org/articles/torres-el-fmi-nos-seguira-apoyando-si-actuamos-responsablemente/,ArticlePage,add latter and remove former
False,topic_replacement,Toward a G20 Framework for Artificial Intelligence in the Workplace,https://www.cigionline.org/publications/toward-g20-framework-artificial-intelligence-workplace/,PublicationPage,add latter and remove former
False,topic_replacement,Toward A Global Investment Governance Framework: An Opportunity for the Chinese Presidency of the G20,https://www.cigionline.org/publications/toward-global-investment-governance-framework-opportunity-chinese-presidency-g20/,PublicationPage,add latter and remove former
False,topic_replacement,Trudeau 'in middle' between Merkel and Trump at G20 summit,https://www.cigionline.org/articles/trudeau-middle-between-merkel-and-trump-g20-summit/,ArticlePage,add latter and remove former
False,topic_replacement,Trudeau and Trump Set for Face-to-Face Rematch Following G7 Clash,https://www.cigionline.org/articles/trudeau-and-trump-set-face-face-rematch-following-g7-clash/,ArticlePage,add latter and remove former
False,topic_replacement,"Trudeau Joins G20 Pledge to Supply COVID-19 Vaccine to Poor Nations, Rejecting Protectionism",https://www.cigionline.org/articles/trudeau-joins-g20-pledge-supply-covid-19-vaccine-poor-nations-rejecting-protectionism/,ArticlePage,add latter and remove former
False,topic_replacement,Trudeau Offers G-20 Litmus Test as Canada Embraces Deficits,https://www.cigionline.org/articles/trudeau-offers-g-20-litmus-test-canada-embraces-deficits/,ArticlePage,add latter and remove former
False,topic_replacement,"Trudeau, Merkel push common climate goals at G20 summit in Hamburg",https://www.cigionline.org/articles/trudeau-merkel-push-common-climate-goals-g20-summit-hamburg/,ArticlePage,add latter and remove former
False,topic_replacement,Trudeau's debut on world stage altered by Paris attacks,https://www.cigionline.org/articles/trudeaus-debut-world-stage-altered-paris-attacks/,ArticlePage,add latter and remove former
False,topic_replacement,Trudeau's G7 Gender Equality Push Gains Traction,https://www.cigionline.org/articles/trudeaus-g7-gender-equality-push-gains-traction/,ArticlePage,add latter and remove former
False,topic_replacement,Trudeau's global debut finds him on same page as G20 on key issues,https://www.cigionline.org/articles/trudeaus-global-debut-finds-him-same-page-g20-key-issues/,ArticlePage,add latter and remove former
False,topic_replacement,True Leaders Must Stop the Saudi Crown Prince’s Normalization Tour,https://www.cigionline.org/articles/true-leaders-must-stop-saudi-crown-princes-normalization-tour/,ArticlePage,add latter and remove former
False,topic_replacement,Trump left in cold over Paris climate agreement at end of G20 summit,https://www.cigionline.org/articles/trump-left-cold-over-paris-climate-agreement-end-g20-summit/,ArticlePage,add latter and remove former
False,topic_replacement,Trump to Confront Macron at G-7 over French Tax on Tech Companies,https://www.cigionline.org/articles/trump-confront-macron-g-7-over-french-tax-tech-companies/,ArticlePage,add latter and remove former
False,topic_replacement,Trump's 'America First' Mantra Sets Stage for Diminished U.S. Role at G20,https://www.cigionline.org/articles/trumps-america-first-mantra-sets-stage-diminished-us-role-g20/,ArticlePage,add latter and remove former
False,topic_replacement,"Trump's Dilemma: Why US Wants India To Be Strong, But Not Too Strong",https://www.cigionline.org/articles/trumps-dilemma-why-us-wants-india-to-be-strong-but-not-too-strong/,ArticlePage,add latter and remove former
False,topic_replacement,Trump's Steel Wild Card Hangs Over G-20,https://www.cigionline.org/articles/trumps-steel-wild-card-hangs-over-g-20/,ArticlePage,add latter and remove former
False,topic_replacement,Trump's Third G20 Summit,https://www.cigionline.org/articles/trumps-third-g20-summit/,ArticlePage,add latter and remove former
False,topic_replacement,Trust the First Casualty in Trump’s War on Trade,https://www.cigionline.org/articles/trust-first-casualty-trumps-war-trade/,ArticlePage,add latter and remove former
False,topic_replacement,"Turkey, the G20 and the Global Economy",https://www.cigionline.org/events/turkey-g20-and-global-economy/,EventPage,add latter and remove former
False,topic_replacement,"Turkey, the G20 and the Global Economy",https://www.cigionline.org/multimedia/turkey-g20-and-global-economy/,MultimediaPage,add latter and remove former
False,topic_replacement,Turmoil in Italy Likely to Grab Attention Around G7 Finance Ministers' Table,https://www.cigionline.org/articles/turmoil-italy-likely-grab-attention-around-g7-finance-ministers-table/,ArticlePage,add latter and remove former
False,topic_replacement,U.S. isolated on climate at summit of world leaders,https://www.cigionline.org/articles/us-isolated-climate-summit-world-leaders/,ArticlePage,add latter and remove former
False,topic_replacement,Uncertainty surrounding G-20 outcome?,https://www.cigionline.org/articles/uncertainty-surrounding-g-20-outcome/,ArticlePage,add latter and remove former
False,topic_replacement,"Under India’s Presidency, G20’s Digital Economy Agenda Must Evolve",https://www.cigionline.org/articles/under-indias-presidency-g20s-digital-economy-agenda-must-evolve/,ArticlePage,add latter and remove former
False,topic_replacement,Understanding the Global Trade Imperative,https://www.cigionline.org/articles/understanding-global-trade-imperative/,ArticlePage,remove former only
False,topic_replacement,US absence at G20 an opportunity for Canada,https://www.cigionline.org/articles/us-absence-at-g20-an-opportunity-for-canada/,ArticlePage,add latter and remove former
False,topic_replacement,US Formation of New Geoeconomic Alliances: Canada’s Shifting Relevance,https://www.cigionline.org/articles/us-formation-of-new-geoeconomic-alliances-canadas-shifting-relevance/,ArticlePage,add latter and remove former
False,topic_replacement,USMCA May Have Closed the Door on Data Localization Too Soon,https://www.cigionline.org/articles/usmca-may-have-closed-door-data-localization-too-soon/,ArticlePage,add latter and remove former
False,topic_replacement,Venezuela’s Role in the World: Key Questions Post-Maduro,https://www.cigionline.org/articles/venezuelas-role-in-the-world-key-questions-post-maduro/,ArticlePage,remove former only
False,topic_replacement,Violent protests greet G20 as leaders grapple with deep divisions,https://www.cigionline.org/articles/violent-protests-greet-g20-leaders-grapple-deep-divisions/,ArticlePage,add latter and remove former
False,topic_replacement,Vision 20: International Summit on Global Governance’s New Frontiers ,https://www.cigionline.org/events/vision-20-international-summit-global-governances-new-frontiers/,EventPage,add latter and remove former
False,topic_replacement,We Can’t Blame All Global Trade Chaos on Trump,https://www.cigionline.org/articles/we-cant-blame-all-global-trade-chaos-on-trump/,ArticlePage,remove former only
False,topic_replacement,"We’re revving the global economy’s engine, but still moving too slowly",https://www.cigionline.org/articles/were-revving-global-economys-engine-still-moving-too-slowly/,ArticlePage,add latter and remove former
False,topic_replacement,What Future for Global Leadership?,https://www.cigionline.org/articles/what-future-global-leadership/,ArticlePage,add latter and remove former
False,topic_replacement,What to Expect as G7 Leaders Meet in Biarritz,https://www.cigionline.org/articles/what-expect-g7-leaders-meet-biarritz/,ArticlePage,add latter and remove former
False,topic_replacement,What to Look for as Argentina Takes over as Chair of G20,https://www.cigionline.org/articles/what-look-argentina-takes-over-chair-g20/,ArticlePage,add latter and remove former
False,topic_replacement,What Will It Take for Trump and Trudeau to Make Peace?,https://www.cigionline.org/articles/what-will-it-take-trump-and-trudeau-make-peace/,ArticlePage,add latter and remove former
False,topic_replacement,What's at stake for Canada at the G20 summit?,https://www.cigionline.org/articles/whats-stake-canada-g20-summit/,ArticlePage,add latter and remove former
False,topic_replacement,What's on the Table at the G7 Summit?,https://www.cigionline.org/articles/whats-on-the-table-at-the-g7-summit/,ArticlePage,add latter and remove former
False,topic_replacement,Where Are the Emperor's Clothes?,https://www.cigionline.org/publications/where-are-emperors-clothes/,PublicationPage,add latter and remove former
False,topic_replacement,Where Does the G20 Go from Here?,https://www.cigionline.org/articles/where-does-the-g20-go-from-here/,ArticlePage,add latter and remove former
False,topic_replacement,Why Biarritz Could Be a New Model for Summitry,https://www.cigionline.org/articles/why-biarritz-could-be-new-model-summitry/,ArticlePage,add latter and remove former
False,topic_replacement,Why Merkel Is Ready for a Showdown in Hamburg,https://www.cigionline.org/articles/why-merkel-ready-showdown-hamburg/,ArticlePage,add latter and remove former
False,topic_replacement,Why the G20 Is Crucial to Canada,https://www.cigionline.org/articles/why-g20-crucial-canada/,ArticlePage,add latter and remove former
False,topic_replacement,Why the G20 Must Also Act as a Forum for Climate Action,https://www.cigionline.org/articles/why-g20-must-also-act-forum-climate-action/,ArticlePage,add latter and remove former
False,topic_replacement,Why the G7’s desire to reassert itself is screwing up the new world order,https://www.cigionline.org/articles/why-g7s-desire-reassert-itself-screwing-new-world-order/,ArticlePage,add latter and remove former
False,topic_replacement,Will the G20 Cry Over Argentina?,https://www.cigionline.org/articles/will-g20-cry-over-argentina/,ArticlePage,add latter and remove former
False,topic_replacement,Will the G20 Remain Relevant?,https://www.cigionline.org/articles/will-g20-remain-relevant/,ArticlePage,add latter and remove former
False,topic_replacement,Will the G20 Summit Be a Sideshow to Trump-Xi Talks?,https://www.cigionline.org/articles/will-g20-summit-be-sideshow-trump-xi-talks/,ArticlePage,add latter and remove former
False,topic_replacement,"With Globalization in Crisis, What Role for Davos?",https://www.cigionline.org/articles/globalization-crisis-what-role-davos/,ArticlePage,add latter and remove former
False,topic_replacement,"With Trump in Office, Can the G20 Summit Be More than a Sideshow?",https://www.cigionline.org/articles/trump-office-can-g20-summit-be-more-sideshow/,ArticlePage,add latter and remove former
False,topic_replacement,"Work Is Changing, Policy Needs to Follow Suit",https://www.cigionline.org/articles/work-changing-policy-needs-follow-suit/,ArticlePage,add latter and remove former
False,topic_replacement,You Get What You Measure ,https://www.cigionline.org/articles/you-get-what-you-measure/,ArticlePage,add latter and remove former
False,topic_replacement,A Beast of a Different Kind: Malign Foreign Information Operations,https://www.cigionline.org/publications/a-beast-of-a-different-kind-malign-foreign-information-operations/,PublicationPage,remove former only
False,topic_replacement,AI and Information Manipulation: Russia’s Interference in the US Elections,https://www.cigionline.org/publications/ai-and-information-manipulation-russias-interference-in-the-us-elections/,PublicationPage,add latter and remove former
False,topic_replacement,Canada Must Guard Against China’s Economic Aggression — Or Risk Its Place in the New Global Order,https://www.cigionline.org/articles/canada-must-guard-against-chinas-economic-aggression-or-risk-its-place-in-the-new-global-order/,ArticlePage,add latter and remove former
False,topic_replacement,Canada’s High-Tech Defence Imperative,https://www.cigionline.org/articles/canadas-high-tech-defence-imperative/,ArticlePage,add latter and remove former
False,topic_replacement,Canada’s National Security: A Discussion with The Honourable Marco Mendicino,https://www.cigionline.org/multimedia/canadas-national-security-a-discussion-with-the-honourable-marco-mendicino/,MultimediaPage,add latter and remove former
False,topic_replacement,Canadian Intelligence Emerges from the Shadows: It’s About Time,https://www.cigionline.org/articles/canadian-intelligence-emerges-from-the-shadows-its-about-time/,ArticlePage,remove former only
False,topic_replacement,"CIGI Experts Available: Geopolitical, Economic and Legal Implications of U.S. Military Operations in Venezuela",https://www.cigionline.org/articles/cigi-experts-available-geopolitical-economic-and-legal-implications-of-us-military-operations-in-venezuela/,ArticlePage,remove former only
False,topic_replacement,Deterrence by Denial: Protecting Chinese Diasporas and Canadian Federal Elections from Chinese Interference,https://www.cigionline.org/publications/deterrence-by-denial-protecting-chinese-diasporas-and-canadian-federal-elections-from-chinese-interference/,PublicationPage,add latter and remove former
False,topic_replacement,Foreign Interference Is Targeting Diaspora Communities in Canada,https://www.cigionline.org/articles/foreign-interference-is-targeting-diaspora-communities-in-canada/,ArticlePage,remove former only
False,topic_replacement,From Trolls to Generative AI: Russia’s Disinformation Evolution,https://www.cigionline.org/publications/from-trolls-to-generative-ai-russias-disinformation-evolution/,PublicationPage,add latter and remove former
False,topic_replacement,Getting Serious About National Security,https://www.cigionline.org/publications/getting-serious-about-national-security/,PublicationPage,add latter and remove former
False,topic_replacement,Improving Canadian Digital Defences: A National Security Priority,https://www.cigionline.org/publications/improving-canadian-digital-defences-a-national-security-priority/,PublicationPage,add latter and remove former
False,topic_replacement,Navigating Digital Neocolonialism in Africa,https://www.cigionline.org/publications/navigating-digital-neocolonialism-in-africa/,PublicationPage,add latter and remove former
False,topic_replacement,No traitors but many concerns: Foreign Interference Commission wraps up,https://www.cigionline.org/articles/no-traitors-but-many-concerns-foreign-interference-commission-wraps-up/,ArticlePage,add latter and remove former
False,topic_replacement,Reshaping Global Order: Xiangshan Forum Signals China’s Growing Soft Power,https://www.cigionline.org/articles/reshaping-global-order-xiangshan-forum-signals-chinas-growing-soft-power/,ArticlePage,add latter and remove former
False,topic_replacement,Then and Now: How Does AI Electoral Interference Compare in 2025?,https://www.cigionline.org/articles/then-and-now-how-does-ai-electoral-interference-compare-in-2025/,ArticlePage,remove former only
False,topic_replacement,"What Springfield, Ohio, can teach Canadians about digital mis- and disinformation",https://www.cigionline.org/articles/what-springfield-ohio-can-teach-canadians-about-digital-mis-and-disinformation/,ArticlePage,remove former only
False,topic_removal,– A survey conducted in 24 countries finds that a majority (71%) of global citizens agree that the ‘Dark Net’ must be shut down,https://www.cigionline.org/articles/survey-conducted-24-countries-finds-majority-71-global-citizens-agree-dark-net-must-be/,ArticlePage,"removed ""Surveillance"""
False,topic_removal," CIGI releases new book on Snowden, Trust & Surveillance online",https://www.cigionline.org/articles/cigi-releases-new-book-snowden-trust-surveillance-online/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"""Quayside Project Was Blending The Roles Of Governments And Corporations Too Much"" Says Bianca Wylie",https://www.cigionline.org/articles/quayside-project-was-blending-roles-governments-and-corporations-too-much-says-bianca/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,71 percent of global citizens call for shut down of the Dark Net,https://www.cigionline.org/articles/71-percent-global-citizens-call-shut-down-dark-net/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,71% of citizens worldwide want dark net shut down,https://www.cigionline.org/articles/71-citizens-worldwide-want-dark-net-shut-down/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,71% Of People Globally Think The Dark Net Should Be Shut Down,https://www.cigionline.org/articles/71-people-globally-think-dark-net-should-be-shut-down/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"71% Want The Dark Net Shut Down, Showing Most Have No Idea What The Dark Net Is",https://www.cigionline.org/articles/71-want-dark-net-shut-down-showing-most-have-no-idea-what-dark-net/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,A Much-needed Review of Canada’s Security and Intelligence Operations Arrives,https://www.cigionline.org/articles/much-needed-review-canadas-security-and-intelligence-operations-arrives/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,A New Canadian National Security Doctrine Requires Wider and Deeper Public-Private Collaboration,https://www.cigionline.org/articles/new-canadian-national-security-doctrine-requires-wider-and-deeper-public-private/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,A Paradox of Integration at the Forty-Ninth Parallel,https://www.cigionline.org/publications/a-paradox-of-integration-at-the-forty-ninth-parallel/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,"Accelerating a Just Transition to Smart, Sustainable Cities",https://www.cigionline.org/publications/accelerating-just-transition-smart-sustainable-cities/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,Africans disenchanted with governments - survey,https://www.cigionline.org/articles/africans-disenchanted-governments-survey/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,AI and Refugee Protection in the African Union: Smart Borders or Fortress Africa?,https://www.cigionline.org/publications/ai-and-refugee-protection-in-the-african-union-smart-borders-or-fortress-africa/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,"AI at War: What the Ongoing Conflicts Reveal About Power, Technology and Ethics",https://www.cigionline.org/articles/ai-at-war-what-the-ongoing-conflicts-reveal-about-power-technology-and-ethics/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,America’s Newfound Interest in Regulating Tech May Be a Game Changer,https://www.cigionline.org/articles/americas-newfound-interest-in-regulating-tech-may-be-a-game-changer/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Apple fights judge's order to unlock San Bernardino shooter's iPhone,https://www.cigionline.org/articles/apple-fights-judges-order-unlock-san-bernardino-shooters-iphone/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"Apple Vision Pro Is Here, But Are We Ready for It?",https://www.cigionline.org/articles/apple-vision-pro-is-here-but-are-we-ready-for-it/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Are Algorithms Threatening Your Freedom of Thought?,https://www.cigionline.org/articles/are-algorithms-threatening-your-freedom-of-thought/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Are Democracies Prepared for Foreign Interference?,https://www.cigionline.org/articles/are-democracies-prepared-foreign-interference/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"As Parties Build Digital Profiles of Voters, the Risk of Breaches Grows",https://www.cigionline.org/articles/as-parties-gather-more-data-the-risk-of-breaches-grows/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"At Canada’s Spy Agency, A New Women’s Network Safeguards Progress on Gender Equality",https://www.cigionline.org/articles/canadas-spy-agency-new-womens-network-safeguards-progress-gender-equality/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"Banning Huawei Was the Start, Not the End, of Protecting Cyber Infrastructure",https://www.cigionline.org/articles/banning-huawei-was-the-start-not-the-end-of-protecting-cyber-infrastructure/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"Before Adopting New Technologies, We Must Define the Common Good",https://www.cigionline.org/articles/adopting-new-technologies-we-must-define-common-good/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"Big Data, Big Responsibilities: Recommendations to the Office of the Privacy Commissioner on Canadian Privacy Rights in a Digital Age",https://www.cigionline.org/publications/big-data-big-responsibilities-recommendations-office-privacy-commissioner-canadian/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,‘Bridge to Health’? Why Some Question India’s Contact Tracing App,https://www.cigionline.org/articles/bridge-health-why-some-question-indias-contact-tracing-app/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Briefing: Top Reads of 2021,https://www.cigionline.org/articles/briefing-top-reads-of-2021/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Building a Better Pandemic and Health Security Intelligence Response in Australia,https://www.cigionline.org/articles/building-better-pandemic-and-health-security-intelligence-response-australia/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Building a Feminist Internet,https://www.cigionline.org/articles/building-feminist-internet/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Building eCommerce to its Full Potential Requires More Trust in the Markets,https://www.cigionline.org/articles/building-ecommerce-its-full-potential-requires-more-trust-markets/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Can Facebook Remain One Step Ahead of Regulators?,https://www.cigionline.org/articles/can-facebook-remain-one-step-ahead-regulators/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Can Sanctions Keep China’s Surveillance Market in Check?,https://www.cigionline.org/articles/can-sanctions-keep-chinas-surveillance-market-check/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Can the Internet Accommodate a Spike in Remote Work?,https://www.cigionline.org/articles/can-internet-accommodate-spike-remote-work/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Can We Trust ArriveCAN? Not without Transparency and Accountability,https://www.cigionline.org/articles/can-we-trust-arrivecan-not-without-transparency-and-accountability/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Canada and Cyber Governance,https://www.cigionline.org/articles/canada-and-cyber-governance/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"Canada’s Lawful Access Bill: Heavy on Secrecy, Light on Accountability",https://www.cigionline.org/articles/canadas-lawful-access-bill-heavy-on-secrecy-light-on-accountability/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Canada’s Online Streaming Act Needs a Privacy Clause,https://www.cigionline.org/articles/canadas-online-streaming-act-needs-a-privacy-clause/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Canadian Security Recovery from COVID-19: The Lasting Implications of COVID-19,https://www.cigionline.org/events/canadian-security-recovery-covid-19-lasting-implications-covid-19-canadas-security-and/,EventPage,"removed ""Surveillance"""
False,topic_removal,Carissa Véliz on Why We Need to Take Back Control of Our Data,https://www.cigionline.org/big-tech/carissa-veliz-on-why-we-need-to-take-back-control-of-our-data/,MultimediaPage,"removed ""Surveillance"""
False,topic_removal,Carly Kind on Contact-tracing Apps,https://www.cigionline.org/big-tech/carly-kind-contact-tracing-apps/,MultimediaPage,"removed ""Surveillance"""
False,topic_removal,"Cashback, reward apps helping Canadians save, but where is the data going?",https://www.cigionline.org/articles/cashback-reward-apps-helping-canadians-save-but-where-is-the-data-going/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"Cinema Series: ""Black Code""",https://www.cigionline.org/events/cinema-series-black-code/,EventPage,"removed ""Surveillance"""
False,topic_removal,Contact-Tracing Apps Fail to Deliver on Tech Boosters’ Promises,https://www.cigionline.org/articles/contact-tracing-apps-fail-deliver-tech-boosters-promises/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"Control Creep: When the Data Always Travels, So Do the Harms",https://www.cigionline.org/articles/control-creep-when-data-always-travels-so-do-harms/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"Controlling the Commercial Security Epidemic: The Lasting Effects on Supply Chains, Economic Security and New Partnerships in the Post-COVID-19 Era",https://www.cigionline.org/events/controlling-commercial-security-epidemic-lasting-effects-supply-chains-economic-security-and/,EventPage,"removed ""Surveillance"""
False,topic_removal,Coronavirus: A Digital Governance Emergency of International Concern,https://www.cigionline.org/articles/coronavirus-digital-governance-emergency-international-concern/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Corporate Accountability for a Free and Open Internet,https://www.cigionline.org/publications/corporate-accountability-free-and-open-internet/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,COVID-19 Scammers are Using Data-breach Fears to Get Information from Canadians,https://www.cigionline.org/articles/covid-19-scammers-are-using-data-breach-fears-get-information-canadians/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Critical Infrastructure and the Internet of Things,https://www.cigionline.org/publications/critical-infrastructure-and-internet-things-0/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,Data for Development without Data Protection: A View from India,https://www.cigionline.org/articles/data-for-development-without-data-protection-a-view-from-india/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Data Protection and Digital Agency for Refugees,https://www.cigionline.org/publications/data-protection-and-digital-agency-refugees/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,Data Rules in Modern Trade Agreements: Toward Reconciling an Open Internet with Privacy and Security Safeguards,https://www.cigionline.org/articles/data-rules-modern-trade-agreements-toward-reconciling-open-internet-privacy-and-security/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"DataGovHub Webinar Series: ""Why has data become a national security issue?""",https://www.cigionline.org/events/datagovhub-webinar-series-why-has-data-become-national-security-issue/,EventPage,"removed ""Surveillance"""
False,topic_removal,David Carroll on the Dark Side of Digital Advertising,https://www.cigionline.org/big-tech/david-carroll-dark-side-digital-advertising/,MultimediaPage,"removed ""Surveillance"""
False,topic_removal,Democratic Renewal or Vast Panopticon? Great-Power Rivalry in the Data Economy,https://www.cigionline.org/publications/democratic-renewal-or-vast-panopticon-great-power-rivalry-in-the-data-economy/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,"Dependent on Social Media’s Marketing Power, Small Businesses Worry Over iOS Changes",https://www.cigionline.org/articles/dependent-social-medias-marketing-power-small-businesses-worry-over-ios-changes/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Digital Ethics and the Freedom of Thought: A Conversation,https://www.cigionline.org/events/digital-ethics-the-freedom-of-thought-a-conversation/,EventPage,"removed ""Surveillance"""
False,topic_removal,Digital Media Literacy as a Precondition for Engaged Digital Citizenship,https://www.cigionline.org/publications/digital-media-literacy-as-a-precondition-for-engaged-digital-citizenship/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,Do Americans Support Weakening Encryption? It Might Depend When You Ask. ,https://www.cigionline.org/articles/do-americans-support-weakening-encryption-it-might-depend-when-you-ask/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Doctorow versus Zuboff ,https://www.cigionline.org/articles/doctorow-versus-zuboff/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Doing Battle in Cyberspace: How an Attack on Estonia Changed the Rules of the Game,https://www.cigionline.org/articles/doing-battle-cyberspace-how-attack-estonia-changed-rules-game/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"Dominant Reflex of Security and Intelligence Network ‘To Keep Info as Secret as Possible,’ Should ‘Hardwire’ Transparency Into Day-to-day Work, Say Experts",https://www.cigionline.org/articles/dominant-reflex-security-and-intelligence-network-keep-info-secret-possible-should/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Enhancing Compliance with Privacy Legislation through Standardization,https://www.cigionline.org/publications/enhancing-compliance-with-privacy-legislation-through-standardization/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,"Enhancing Cybersecurity  Readiness  in an Era of Digital Disruption:  A Discussion  with Shelly Bruce, Chief, Communications Security Establishment",https://www.cigionline.org/events/enhancing-cybersecurity-readiness-era-digital-disruption-discussion-shelly-bruce-chief/,EventPage,"removed ""Surveillance"""
False,topic_removal,"Enhancing Cybersecurity  Readiness  in an Era of Digital Disruption:  A Discussion  with Shelly Bruce, Chief, Communications Security Establishment",https://www.cigionline.org/multimedia/enhancing-cybersecurity-readiness-era-digital-disruption-discussion-shelly-bruce-chief/,MultimediaPage,"removed ""Surveillance"""
False,topic_removal,"Ethical Hackers Deserve Plaudits, Not Punishment",https://www.cigionline.org/articles/ethical-hackers-deserve-plaudits-not-punishment/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Europe at a Crossroads over Planned Use of Biometrics,https://www.cigionline.org/articles/europe-at-a-crossroads-over-planned-use-of-biometrics/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Factbox: Hacks and Facts - 10 Things You Didn't Know about Data Privacy,https://www.cigionline.org/articles/factbox-hacks-and-facts-10-things-you-didnt-know-about-data-privacy/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Five Things to Know About the Clearview AI Findings,https://www.cigionline.org/articles/five-things-know-about-clearview-ai-findings/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"For Rights Defenders, Cyber Is the New Battleground",https://www.cigionline.org/articles/for-rights-defenders-cyber-is-the-new-battleground/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,From NAFTA to Surveillance Capitalism: USMCA’s Digital Order,https://www.cigionline.org/publications/from-nafta-to-surveillance-capitalism-usmcas-digital-order/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,From the Ashes,https://www.cigionline.org/articles/ashes/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Getting beyond Norms: New Approaches to International Cyber Security Challenges,https://www.cigionline.org/publications/getting-beyond-norms-new-approaches-international-cyber-security-challenges/,PublicationPage,"removed ""Surveillance"""
False,topic_removal,"Global majority backs a ban on ‘dark net,’ poll says ",https://www.cigionline.org/articles/global-majority-backs-ban-dark-net-poll-says/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,Global privacy trends: Citizens prepared to give up data for ‘national security’,https://www.cigionline.org/articles/global-privacy-trends-citizens-prepared-give-data-national-security/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"“Go Hard, Go Early”: Human Security, Economic Security and New Zealand’s Response to COVID-19",https://www.cigionline.org/articles/go-hard-go-early-human-security-economic-security-and-new-zealands-response-covid-19/,ArticlePage,"removed ""Surveillance"""
False,topic_removal,"Governance: Institutions, Processes and People",https://www.cigionline.org/articles/governance-institutions-processes-and-people/,ArticlePage,"removed ""Surveillance"""
